"title","content","date","variant","images","verified","author","rating","product","url"
"I do like it but there are some things to improve","This is a pretty powerful magnet, but my phone does come off it from time to time and that can cause some real problems. Most of the time it’s okay and perhaps I’m just clumsy. Once on the mount, my phone typically stays there fine, so just be sure it’s located properly. If you go landscape from having the phone portrait, you may need to pull it off and then re-attach and twisting the phone May twist the air vent and mess up the location of the phone. A few issues but nothing major.","30 Apr 2019","Colour Name: Black","","Yes","Mike Holland","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Powerful magnet!!","Great little product for the price! I was not sure if I should buy thinking how it would hold my iPhone plus but it did as the magnet is powerful holds it very tight and the holder secures it well to the vent. Have used it only a couple of times and based on that would definitely recommend the product. Wife had to navigate when we got lost but now she can relax!! Other products come with adhesive to stick to the dashboard, wanted to avoid this so this works well as it holds to the vent without leaving any marks, hope this helps!","01 Jan 2020","Colour Name: Black","","Yes","AJ","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Fairly good product","I have the iphone 8 and this works really well with it but do not stick it on the phone only on the case as if you stick it on the phone then you cannot use the cordless charger as the magnet stops the phone from charging. I found out the hard way and had to peel the magnet off again and put it on the case to avoid this issue. Other than that it works great on the vent in the car and the phone just sits on the magnet and my music plays nicely","03 Sep 2019","Colour Name: Black","","Yes","iamuneek","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Best thing Ive bought in a while","I seriously didn't think this thing was gonna be this great. it's so simple but so effective. You just stick a magnet (flat pancake thing) onto the back of your phone and then slide this mount onto a vent in the car, After that, you can literally go anywhere and then hop in and just shooom (the magnet just sits there and it like a flick of your hand and its up) This has to be the smartest idea I've seen in a long time. Hats of to you guys. And the quality is so good too! The rubber is so good and tough and the whole clip and everything is such high quality and tough.","21 Jan 2020","Colour Name: Black","","Yes","Leon Angus","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Description not accurate and important information for Samsung users missing","Will not hold a tablet as advertised on today's British road standards. Will not hold a Samsung S8 with Samsung standard thin case. The magnet blocks wireless charging using Samsung wireless charging kit so unable to charge phone. Works fine on the outside of the case but this is not was is being suggested. Nice and small, discreet and neat otherwise but to charge, the phone now needs to removed from the case every time.","13 Nov 2019","Colour Name: Black","","Yes","Amazon Customer","3.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Epic little magnet","Perfect little magnet. Bought this and wasn't sure if it would hold my larger S8+... but it does. Really well. I am even able to charge my phone wirelessly even with the magnet on the back of the phone (its placed down low on the phone). Its perfect. The phone almost fell off once... But it was a very bumpy road and it was sat connected on the magnet right. Very well made product that feels like it will last a life time! Come with two magnets so can use it on two different phones. Or have a spare. Great little product and will be buying again!","11 Jul 2019","Colour Name: Black","","Yes","Andy Orange","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Convenient","I was dubious to buy this but when my daughter got one I couldn't resist.  It fits on the air vents in my car well (although it wouldn't have fit in my last car) and it is very secure.  The magnet with the adhesive stuck to my phone case perfectly and is very strong, I've found when I remove my phone from the holder I must remember to twist it sideways a little or I pull the holder away from my air vent.","23 Nov 2020","Colour Name: Black","","Yes","ZT","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Mount detached from vent everytime I removed my phone","It may have been my vent, but it was hard to squeeze in and each time I went to remove my phone from it (which was attached by a magnet) the mount came out of the vent at the same time. It's also very large and so blocks out all the aircon (and heat in winter!) I sent it back, it seemed ideal and it MAY have been the way the vent on my car is constructed (seat ibiza) it may be ideal on other cars!","13 Aug 2020","Colour Name: Black","","Yes","Holska","2.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"No more fiddling with sprung phone holders is great.","The magnet without the sticker part is strong enough without a case on the phone but my clear  plastic case on the phone it is not strong enough to hold the phone on the magnet. With the supplied magnetic sticker on the case it holds very well, but it means my phone case doesn’t look as good. Overall though if you need to use your phone a lot in the car and take it on and off the holder many times a day like I do it’s perfect, the convenience of it out weighs the look of the magnetic sticker on my case.","22 Nov 2020","Colour Name: Black","","Yes","Tatsukizen","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Not worth it.","This magnet is awful and it barely holds up my phone whilst without the case  however with the case it won't even stick. I don't know how it holds up phone for people but I've got sony xperia mark 2 and it wont hold its weight, I have also tried on Iphone 11 pro  same as sony the magnet is just to weak.  Also the 2 stickers that came with it, I seriously not gonna stick something on my phone as it would probably scratch my phone taking it off. Completely waste of money. I would not recommend this s......","12 Dec 2020","Colour Name: Black","","Yes","Amazon Customer","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Well made but not totally suitable.","The the rubber grips, which allow it to fix to the air vent, seem an improvement on other versions of this mount I’ve used and the simplicity of the product may make it more durable, with no moving parts to break. However, I didn’t like the fact that there is no ability to change the tilt of the phone and so I’m going to try a similar product with that added functionality - albeit it may wear out and break over time, as did my last one.","07 Jul 2019","Colour Name: Black","","Yes","J. Burridge","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Not suitable for use behind phone case","I bought as someone had commented that they used it with a Mous phone case. Lots cheaper than the Mous one so thought I’d try. It doesn’t work, magnet not strong enough. This was from an individuals comment and no the manufacturer so I can’t blame them for that. Also tried putting the metal disk inside another phone cover, it didn’t work very well at all. Unless you have a very very thin phone case I would recommend you only use this if there is direct contact between the magnet and the metal disk.","27 Feb 2019","Colour Name: Black","","Yes","nick","2.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Easy to use","This magnet can be put easily in the aeration of the car, it can also be use on some other fine support (like a plastic book holder on your desk). Then you have to put the disc magnet magnet in directly on your phone or as suggested on the case of your phone. I decided to not stick it and just to squeeze it will between my phone and its case. The set is coming with 2 discs magnet which is usefull. So far the phone didn't fall when I am driving, it seems to hold pretty well.","30 Mar 2019","Colour Name: Black","","Yes","Neoni","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Simple, tidy design.","Great wee gadget for the price, I have tried a few different ones during my driving years and this one is the simplest and tidiest looking and holds a strong connection to my phone, you can even play about with the height of the magnet, for example, it doesn't have to be bang on centre for the phone to connect well with the magnetic holder, you can have it sitting pretty much on the edge either way, higher, lower, left or right and it will still hold it in place no problems, even going over the most obnoxious speed bumps it holds in place really well, this is useful as it means it can be placed around buttons and other things which might otherwise be hidden behind your phone, i have mine on the right centre vent and my hazard warning light is right in the middle of the vents, but with this I can have it sitting so I can still access the hazard lights and have the phone in a perfect position, so as to not distract me from driving, I just place it on the magnet lower down than the centre. Seems well made, hopefully it will pass the test of time. So far so good though. 👍","06 Feb 2020","Colour Name: Black","","Yes","Liam C.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
